Athlete Name,Medal Type,Medal Date,Country Code,Gender,Sport Discipline
van der WE/GREEN,Bronze Medal,9-Aug,AUS,M,Canoe Sprint
XU/SUN,Gold Medal,9-Aug,CHN,F,Canoe Sprint
LUZAN/RYBACHOK,Silver Medal,9-Aug,UKR,F,Canoe Sprint
MACKENZIE/VINCENT,Bronze Medal,9-Aug,CAN,F,Canoe Sprint
CARRINGTON/HOSKIN,Gold Medal,9-Aug,NZL,F,Canoe Sprint
CSIPES/GAZSO,Silver Medal,9-Aug,HUN,F,Canoe Sprint
PASZEK/HAKE,Bronze Medal,9-Aug,GER,F,Canoe Sprint
PUPP/FOJT,Bronze Medal,9-Aug,HUN,F,Canoe Sprint
Harrie LAVREYSEN,Gold Medal,9-Aug,NED,M,Cycling Track
Matthew RICHARDSON,Silver Medal,9-Aug,AUS,M,Cycling Track
Jack CARLIN,Bronze Medal,9-Aug,GBR,M,Cycling Track
CHEN Yiwen,Gold Medal,9-Aug,CHN,F,Diving
Maddison KEENEY,Silver Medal,9-Aug,AUS,F,Diving
CHANG Yani,Bronze Medal,9-Aug,CHN,F,Diving
Kristof RASOVSZKY,Gold Medal,9-Aug,HUN,M,Marathon Swimming
Oliver KLEMET,Silver Medal,9-Aug,GER,M,Marathon Swimming
David BETLEHEM,Bronze Medal,9-Aug,HUN,M,Marathon Swimming
Valentin BONTUS,Gold Medal,9-Aug,AUT,M,Sailing
Toni VODISEK,Silver Medal,9-Aug,SLO,M,Sailing
Maximilian MAEDER,Bronze Medal,9-Aug,SGP,M,Sailing
Toby ROBERTS,Gold Medal,9-Aug,GBR,M,Sport Climbing
ANRAKU Sorato,Silver Medal,9-Aug,JPN,M,Sport Climbing
Jakob SCHUBERT,Bronze Medal,9-Aug,AUT,M,Sport Climbing
Firas KATOUSSI,Gold Medal,9-Aug,TUN,M,Taekwondo
Mehran BARKHORDARI,Silver Medal,9-Aug,IRI,M,Taekwondo
Simone ALESSIO,Bronze Medal,9-Aug,ITA,M,Taekwondo
Edi HRNIC,Bronze Medal,9-Aug,DEN,M,Taekwondo
Viviana MARTON,Gold Medal,9-Aug,HUN,F,Taekwondo
Aleksandra PERISIC,Silver Medal,9-Aug,SRB,F,Taekwondo
Kristina TEACHOUT,Bronze Medal,9-Aug,USA,F,Taekwondo
Sarah CHAARI,Bronze Medal,9-Aug,BEL,F,Taekwondo
Karlos May NASAR,Gold Medal,9-Aug,BUL,M,Weightlifting
Yeison LOPEZ,Silver Medal,9-Aug,COL,M,Weightlifting
Antonino PIZZOLATO,Bronze Medal,9-Aug,ITA,M,Weightlifting
Olivia REEVES,Gold Medal,9-Aug,USA,F,Weightlifting
Mari Leivis SANCHEZ,Silver Medal,9-Aug,COL,F,Weightlifting
Angie Paola PALACIOS DAJOMES,Bronze Medal,9-Aug,ECU,F,Weightlifting
HIGUCHI Rei,Gold Medal,9-Aug,JPN,M,Wrestling
Spencer Richard LEE,Silver Medal,9-Aug,USA,M,Wrestling
Aman AMAN,Bronze Medal,9-Aug,IND,M,Wrestling
Gulomjon ABDULLAEV,Bronze Medal,9-Aug,UZB,M,Wrestling
Magomed Eldarovitch RAMAZANOV,Gold Medal,9-Aug,BUL,M,Wrestling
Hassan YAZDANICHARATI,Silver Medal,9-Aug,IRI,M,Wrestling
Aaron Marquel BROOKS,Bronze Medal,9-Aug,USA,M,Wrestling
Dauren KURUGLIEV,Bronze Medal,9-Aug,GRE,M,Wrestling
SAKURAI Tsugumi,Gold Medal,9-Aug,JPN,F,Wrestling
Anastasia NICHITA,Silver Medal,9-Aug,MDA,F,Wrestling
Helen Louise MAROULIS,Bronze Medal,9-Aug,USA,F,Wrestling
HONG Kexin,Bronze Medal,9-Aug,CHN,F,Wrestling
Jakob INGEBRIGTSEN,Gold Medal,10-Aug,NOR,M,Athletics
Ronald KWEMOI,Silver Medal,10-Aug,KEN,M,Athletics
Grant FISHER,Bronze Medal,10-Aug,USA,M,Athletics
Emmanuel WANYONYI,Gold Medal,10-Aug,KEN,M,Athletics
Marco AROP,Silver Medal,10-Aug,CAN,M,Athletics
Djamel SEDJATI,Bronze Medal,10-Aug,ALG,M,Athletics
Hamish KERR,Gold Medal,10-Aug,NZL,M,Athletics
Shelby McEWEN,Silver Medal,10-Aug,USA,M,Athletics
Mutaz Essa BARSHIM,Bronze Medal,10-Aug,QAT,M,Athletics
Tamirat TOLA,Gold Medal,10-Aug,ETH,M,Athletics
Bashir ABDI,Silver Medal,10-Aug,BEL,M,Athletics
Benson KIPRUTO,Bronze Medal,10-Aug,KEN,M,Athletics
Masai RUSSELL,Gold Medal,10-Aug,USA,F,Athletics
Cyrena SAMBA-MAYELA,Silver Medal,10-Aug,FRA,F,Athletics
Jasmine CAMACHO-QUINN,Bronze Medal,10-Aug,PUR,F,Athletics
Faith KIPYEGON,Gold Medal,10-Aug,KEN,F,Athletics
Jessica HULL,Silver Medal,10-Aug,AUS,F,Athletics
KITAGUCHI Haruka,Gold Medal,10-Aug,JPN,F,Athletics
Jo-Ane van DYK,Silver Medal,10-Aug,RSA,F,Athletics
Nikola OGRODNIKOVA,Bronze Medal,10-Aug,CZE,F,Athletics
AHMAN/HELLVIG,Gold Medal,10-Aug,SWE,M,Beach Volleyball
EHLERS/WICKLER,Silver Medal,10-Aug,GER,M,Beach Volleyball
MOL/SORUM,Bronze Medal,10-Aug,NOR,M,Beach Volleyball
Bakhodir JALOLOV,Gold Medal,10-Aug,UZB,M,Boxing
Ayoub GHADFA DRISSI EL AISSAOUI,Silver Medal,10-Aug,ESP,M,Boxing
Munarbek SEIITBEK UULU,Silver Medal,10-Aug,KGZ,M,Boxing
LIN Yu Ting,Gold Medal,10-Aug,TPE,F,Boxing
Julia SZEREMETA,Silver Medal,10-Aug,POL,F,Boxing
LI Qian,Gold Medal,10-Aug,CHN,F,Boxing
Atheyna Bibeichi BYLON,Silver Medal,10-Aug,PAN,F,Boxing
PHIL WIZARD,Gold Medal,10-Aug,CAN,M,Breaking
DANY DANN,Silver Medal,10-Aug,FRA,M,Breaking
VICTOR,Bronze Medal,10-Aug,USA,M,Breaking
Josef DOSTAL,Gold Medal,10-Aug,CZE,M,Canoe Sprint
Adam VARGA,Silver Medal,10-Aug,HUN,M,Canoe Sprint
Balint KOPASZ,Bronze Medal,10-Aug,HUN,M,Canoe Sprint
Katie VINCENT,Gold Medal,10-Aug,CAN,F,Canoe Sprint
Nevin HARRISON,Silver Medal,10-Aug,USA,F,Canoe Sprint
Yarisleidis CIRILO DUBOYS,Bronze Medal,10-Aug,CUB,F,Canoe Sprint
Lisa CARRINGTON,Gold Medal,10-Aug,NZL,F,Canoe Sprint
Tamara CSIPES,Silver Medal,10-Aug,HUN,F,Canoe Sprint
Emma Aastrand JORGENSEN,Bronze Medal,10-Aug,DEN,F,Canoe Sprint
CAO Yuan,Gold Medal,10-Aug,CHN,M,Diving
TAMAI Rikuto,Silver Medal,10-Aug,JPN,M,Diving
Noah WILLIAMS,Bronze Medal,10-Aug,GBR,M,Diving
Lydia KO,Gold Medal,10-Aug,NZL,F,Golf
Esther HENSELEIT,Silver Medal,10-Aug,GER,F,Golf
LIN Xiyu Janet,Bronze Medal,10-Aug,CHN,F,Golf
Ahmed ELGENDY,Gold Medal,10-Aug,EGY,M,Modern Pentathlon
SATO Taishu,Silver Medal,10-Aug,JPN,M,Modern Pentathlon
Giorgio MALAN,Bronze Medal,10-Aug,ITA,M,Modern Pentathlon
Janja GARNBRET,Gold Medal,10-Aug,SLO,F,Sport Climbing
Brooke RABOUTOU,Silver Medal,10-Aug,USA,F,Sport Climbing
Jessica PILZ,Bronze Medal,10-Aug,AUT,F,Sport Climbing
Arian SALIMI,Gold Medal,10-Aug,IRI,M,Taekwondo
Caden CUNNINGHAM,Silver Medal,10-Aug,GBR,M,Taekwondo
Rafael ALBA,Bronze Medal,10-Aug,CUB,M,Taekwondo
Cheick Sallah CISSE,Bronze Medal,10-Aug,CIV,M,Taekwondo
Althea LAURIN,Gold Medal,10-Aug,FRA,F,Taekwondo
Svetlana OSIPOVA,Silver Medal,10-Aug,UZB,F,Taekwondo
LEE Dabin,Bronze Medal,10-Aug,KOR,F,Taekwondo
Nafia KUS AYDIN,Bronze Medal,10-Aug,TUR,F,Taekwondo
Lasha TALAKHADZE,Gold Medal,10-Aug,GEO,M,Weightlifting
Varazdat LALAYAN,Silver Medal,10-Aug,ARM,M,Weightlifting
Gor MINASYAN,Bronze Medal,10-Aug,BRN,M,Weightlifting
LIU Huanhua,Gold Medal,10-Aug,CHN,M,Weightlifting
Akbar DJURAEV,Silver Medal,10-Aug,UZB,M,Weightlifting
Yauheni TSIKHANTSOU,Bronze Medal,10-Aug,AIN,M,Weightlifting
Solfrid Eila Amena KOANDA,Gold Medal,10-Aug,NOR,F,Weightlifting
Sara AHMED,Silver Medal,10-Aug,EGY,F,Weightlifting
Neisi Patricia DAJOMES BARRERA,Bronze Medal,10-Aug,ECU,F,Weightlifting
Geno PETRIASHVILI,Gold Medal,10-Aug,GEO,M,Wrestling
Amir Hossein ZARE,Silver Medal,10-Aug,IRI,M,Wrestling
Taha AKGUL,Bronze Medal,10-Aug,TUR,M,Wrestling
Giorgi MESHVILDISHVILI,Bronze Medal,10-Aug,AZE,M,Wrestling
Razambek Salambekovitch JAMALOV,Gold Medal,10-Aug,UZB,M,Wrestling
TAKATANI Daichi,Silver Medal,10-Aug,JPN,M,Wrestling
Kyle Douglas DAKE,Bronze Medal,10-Aug,USA,M,Wrestling
Chermen VALIEV,Bronze Medal,10-Aug,ALB,M,Wrestling
MOTOKI Sakura,Gold Medal,10-Aug,JPN,F,Wrestling
Iryna KOLIADENKO,Silver Medal,10-Aug,UKR,F,Wrestling
Aisuluu TYNYBEKOVA,Bronze Medal,10-Aug,KGZ,F,Wrestling
Grace Jacob BULLEN,Bronze Medal,10-Aug,NOR,F,Wrestling
Sifan HASSAN,Gold Medal,11-Aug,NED,F,Athletics
Tigst ASSEFA,Silver Medal,11-Aug,ETH,F,Athletics
Hellen OBIRI,Bronze Medal,11-Aug,KEN,F,Athletics
Harrie LAVREYSEN,Gold Medal,11-Aug,NED,M,Cycling Track
Matthew RICHARDSON,Silver Medal,11-Aug,AUS,M,Cycling Track
Matthew GLAETZER,Bronze Medal,11-Aug,AUS,M,Cycling Track
Jennifer VALENTE,Gold Medal,11-Aug,USA,F,Cycling Track
Daria PIKULIK,Silver Medal,11-Aug,POL,F,Cycling Track
Ally WOLLASTON,Bronze Medal,11-Aug,NZL,F,Cycling Track
Ellesse ANDREWS,Gold Medal,11-Aug,NZL,F,Cycling Track
Lea FRIEDRICH,Silver Medal,11-Aug,GER,F,Cycling Track
Emma FINUCANE,Bronze Medal,11-Aug,GBR,F,Cycling Track
Michelle GULYAS,Gold Medal,11-Aug,HUN,F,Modern Pentathlon
Elodie CLOUVEL,Silver Medal,11-Aug,FRA,F,Modern Pentathlon
SEONG Seungmin,Bronze Medal,11-Aug,KOR,F,Modern Pentathlon
LI Wenwen,Gold Medal,11-Aug,CHN,F,Weightlifting
PARK Hyejeong,Silver Medal,11-Aug,KOR,F,Weightlifting
Emily CAMPBELL,Bronze Medal,11-Aug,GBR,F,Weightlifting
KIYOOKA Kotaro,Gold Medal,11-Aug,JPN,M,Wrestling
Rahman AMOUZADKHALILI,Silver Medal,11-Aug,IRI,M,Wrestling
Sebastian C RIVERA,Bronze Medal,11-Aug,PUR,M,Wrestling
Islam DUDAEV,Bronze Medal,11-Aug,ALB,M,Wrestling
Akhmed TAZHUDINOV,Gold Medal,11-Aug,BRN,M,Wrestling
Givi MATCHARASHVILI,Silver Medal,11-Aug,GEO,M,Wrestling
Magomedkhan MAGOMEDOV,Bronze Medal,11-Aug,AZE,M,Wrestling
Amirali AZARPIRA,Bronze Medal,11-Aug,IRI,M,Wrestling
KAGAMI Yuka,Gold Medal,11-Aug,JPN,F,Wrestling
Kennedy Alexis BLADES,Silver Medal,11-Aug,USA,F,Wrestling
Milaimy de la Carid. MARIN POTRILLE,Bronze Medal,11-Aug,CUB,F,Wrestling
Tatiana RENTERIA RENTERIA,Bronze Medal,11-Aug,COL,F,Wrestling
